StudentID,Gender,Grade,Internet Access,Maths,Science,English,History,Computer,Attendance(%),Recommendation
S07569,Male,10,Yes,80,82,70,67,76,89,Eligible for Advanced Courses
S07570,Male,10,No,92,83,78,80,77,92,Eligible for Advanced Courses
S07571,Female,9,Yes,76,83,81,67,97,94,Eligible for Advanced Courses
S07572,Female,9,No,36,38,30,30,49,80,High Risk of Failure
S07573,Male,9,Yes,82,98,93,89,76,78,Needs Improvement
S07574,Male,9,Yes,78,84,84,73,100,81,Needs Improvement
S07575,Male,10,Yes,82,77,79,70,82,96,Eligible for Advanced Courses
S07576,Male,12,Yes,99,88,97,82,100,80,Needs Improvement
S07577,Male,9,Yes,100,98,92,97,94,100,Eligible for Advanced Courses
S07578,Female,10,No,59,62,57,55,76,60,Needs Improvement
S07579,Male,10,Yes,70,44,63,59,65,76,Needs Improvement
S07580,Female,9,Yes,78,81,77,66,91,93,Eligible for Advanced Courses
S07581,Female,12,Yes,92,88,88,86,100,91,Eligible for Advanced Courses
S07582,Female,10,Yes,84,92,82,76,87,84,Needs Improvement
S07583,Female,9,Yes,55,61,54,42,64,92,Needs Improvement
S07584,Female,12,Yes,78,71,58,65,78,71,Needs Improvement
S07585,Female,11,Yes,86,90,90,63,100,95,Eligible for Advanced Courses
S07586,Male,12,Yes,77,72,68,73,73,71,Needs Improvement
S07587,Male,12,Yes,69,78,79,77,88,91,Eligible for Advanced Courses
S07588,Male,12,Yes,79,76,60,63,85,90,Needs Improvement
S07589,Female,10,Yes,84,59,63,85,88,72,Needs Improvement
S07590,Male,11,No,67,69,50,69,73,83,Needs Improvement
S07591,Male,11,Yes,92,93,89,83,100,94,Eligible for Advanced Courses
S07592,Female,12,Yes,79,71,70,65,73,82,Needs Improvement
S07593,Male,11,Yes,55,49,59,50,55,100,Needs Improvement
S07594,Female,9,No,84,93,92,100,90,66,Needs Improvement
S07595,Female,11,Yes,60,54,70,55,67,76,Needs Improvement
S07596,Female,12,Yes,89,97,82,92,100,91,Eligible for Advanced Courses
S07597,Male,9,Yes,76,74,68,60,69,80,Needs Improvement
S07598,Male,10,Yes,52,55,51,54,62,78,Needs Improvement
S07599,Male,11,Yes,76,77,73,71,68,86,Needs Improvement
S07600,Male,9,Yes,68,60,44,59,64,90,Needs Improvement
S07601,Female,11,Yes,61,58,52,51,67,87,Needs Improvement
S07602,Male,10,Yes,54,50,61,41,76,84,Needs Improvement
S07603,Female,11,Yes,39,47,30,34,34,92,High Risk of Failure
S07604,Female,11,Yes,92,100,97,98,93,100,Eligible for Advanced Courses
S07605,Female,12,Yes,54,51,42,58,67,81,Needs Improvement
S07606,Female,12,Yes,86,82,90,81,100,76,Needs Improvement
S07607,Male,9,No,78,81,89,87,85,90,Eligible for Advanced Courses
S07608,Male,12,Yes,99,87,80,100,93,71,Needs Improvement
S07609,Female,11,Yes,63,54,57,46,52,80,Needs Improvement
S07610,Female,10,No,52,52,42,39,67,71,Needs Improvement
S07611,Male,12,Yes,58,58,57,71,53,91,Needs Improvement
S07612,Female,12,Yes,100,97,82,79,100,90,Eligible for Advanced Courses
S07613,Female,10,Yes,77,80,74,73,74,88,Eligible for Advanced Courses
S07614,Male,12,Yes,72,65,66,74,78,95,Needs Improvement
S07615,Male,11,Yes,72,69,55,74,82,99,Needs Improvement
S07616,Male,9,Yes,86,85,96,87,99,89,Eligible for Advanced Courses
S07617,Male,11,Yes,93,87,100,76,92,70,Needs Improvement
S07618,Male,10,Yes,85,91,93,98,100,94,Eligible for Advanced Courses
S07619,Female,9,Yes,75,78,81,69,78,92,Eligible for Advanced Courses
S07620,Male,10,No,89,85,75,88,86,96,Eligible for Advanced Courses
S07621,Female,12,Yes,57,47,39,40,46,93,High Risk of Failure
S07622,Male,12,Yes,88,81,82,77,66,100,Eligible for Advanced Courses
S07623,Male,11,Yes,77,79,82,81,100,78,Needs Improvement
S07624,Male,9,Yes,58,55,49,44,61,63,Needs Improvement
S07625,Male,12,Yes,46,42,46,42,70,86,High Risk of Failure
S07626,Male,9,Yes,43,51,53,55,55,84,Needs Improvement
S07627,Female,12,Yes,74,77,63,62,97,80,Needs Improvement
S07628,Female,10,Yes,75,80,73,59,75,100,Needs Improvement
S07629,Female,12,Yes,53,54,43,30,60,67,High Risk of Failure
S07630,Female,10,Yes,85,85,83,84,90,92,Eligible for Advanced Courses
S07631,Male,9,Yes,84,80,79,82,85,61,Needs Improvement
S07632,Female,12,Yes,68,62,63,51,91,79,Needs Improvement
S07633,Female,9,Yes,73,66,70,72,79,95,Needs Improvement
S07634,Male,10,No,75,72,74,64,84,94,Needs Improvement
S07635,Male,12,Yes,96,85,84,84,91,88,Eligible for Advanced Courses
S07636,Female,10,No,49,47,38,40,48,94,High Risk of Failure
S07637,Female,10,No,89,93,79,88,92,86,Eligible for Advanced Courses
S07638,Female,10,Yes,63,60,67,58,71,89,Needs Improvement
S07639,Female,10,Yes,78,74,68,65,80,80,Needs Improvement
S07640,Female,12,Yes,71,74,63,78,80,78,Needs Improvement
S07641,Male,10,Yes,90,82,66,85,73,85,Eligible for Advanced Courses
S07642,Female,11,Yes,87,100,86,84,87,80,Needs Improvement
S07643,Female,11,Yes,100,96,83,80,75,93,Eligible for Advanced Courses
S07644,Female,10,No,76,69,65,61,98,95,Needs Improvement
S07645,Female,12,Yes,63,51,52,52,59,91,Needs Improvement
S07646,Female,9,Yes,70,73,69,63,88,81,Needs Improvement
S07647,Female,12,Yes,74,71,69,66,67,76,Needs Improvement
S07648,Female,12,No,88,82,91,100,100,84,Needs Improvement
S07649,Male,9,Yes,64,52,42,57,58,75,Needs Improvement
S07650,Female,12,No,99,89,100,84,90,64,Needs Improvement
S07651,Male,10,Yes,100,96,100,78,100,76,Needs Improvement
S07652,Male,10,Yes,99,100,89,94,100,98,Eligible for Advanced Courses
S07653,Female,11,Yes,90,97,85,99,100,82,Needs Improvement
S07654,Male,12,Yes,71,76,63,79,76,84,Needs Improvement
S07655,Female,11,Yes,38,37,41,38,54,88,High Risk of Failure
S07656,Male,9,Yes,94,85,87,87,65,89,Eligible for Advanced Courses
S07657,Female,12,Yes,98,99,79,85,100,74,Needs Improvement
S07658,Female,9,Yes,61,51,40,50,51,80,Needs Improvement
S07659,Male,11,Yes,66,61,68,70,71,76,Needs Improvement
S07660,Male,11,Yes,59,73,63,65,73,91,Needs Improvement
S07661,Male,11,Yes,75,80,72,77,94,83,Needs Improvement
S07662,Male,11,Yes,90,89,88,80,98,68,Needs Improvement
S07663,Male,10,No,51,48,43,37,57,74,High Risk of Failure
S07664,Male,9,Yes,68,66,64,74,71,80,Needs Improvement
S07665,Female,11,Yes,65,74,53,62,64,83,Needs Improvement
S07666,Male,9,Yes,82,80,72,76,89,90,Eligible for Advanced Courses
S07667,Female,9,Yes,83,84,73,70,76,75,Needs Improvement
S07668,Male,12,No,64,35,49,53,54,50,Needs Improvement
S07669,Female,9,No,63,64,62,62,85,81,Needs Improvement
S07670,Female,9,Yes,52,48,30,49,64,95,High Risk of Failure
S07671,Male,10,No,77,74,71,84,88,85,Eligible for Advanced Courses
S07672,Female,9,Yes,76,73,74,54,76,69,Needs Improvement
S07673,Female,12,Yes,76,76,75,69,88,81,Needs Improvement
S07674,Female,11,Yes,70,88,75,69,91,64,Needs Improvement
S07675,Female,10,No,98,88,89,75,98,93,Eligible for Advanced Courses
S07676,Male,9,Yes,59,65,76,66,68,88,Needs Improvement
S07677,Male,11,Yes,70,70,68,69,100,83,Needs Improvement
S07678,Male,12,Yes,65,55,53,55,60,85,Needs Improvement
S07679,Male,9,Yes,80,80,72,80,93,97,Eligible for Advanced Courses
S07680,Female,11,Yes,58,58,62,59,69,89,Needs Improvement
S07681,Female,9,Yes,62,60,55,64,55,66,Needs Improvement
S07682,Female,11,No,69,63,51,60,59,100,Needs Improvement
S07683,Female,10,No,69,73,75,67,70,86,Needs Improvement
S07684,Male,12,No,79,87,73,85,78,88,Eligible for Advanced Courses
S07685,Female,9,Yes,73,61,82,69,87,93,Needs Improvement
S07686,Male,12,Yes,70,66,75,67,75,71,Needs Improvement
S07687,Female,10,Yes,62,62,57,64,62,91,Needs Improvement
S07688,Female,9,Yes,58,67,56,64,69,79,Needs Improvement
S07689,Female,9,Yes,40,43,49,51,53,76,High Risk of Failure
S07690,Female,9,Yes,64,71,63,67,72,94,Needs Improvement
S07691,Male,9,Yes,70,69,57,62,58,81,Needs Improvement
S07692,Male,12,No,42,69,47,46,79,81,Needs Improvement
S07693,Male,11,No,46,45,38,36,30,73,High Risk of Failure
S07694,Female,9,Yes,57,61,43,50,57,100,Needs Improvement
S07695,Male,12,Yes,86,83,70,84,92,67,Needs Improvement
S07696,Male,11,No,79,66,77,76,89,91,Eligible for Advanced Courses
S07697,Female,12,No,80,78,62,62,93,100,Eligible for Advanced Courses
S07698,Male,9,Yes,70,79,72,68,87,76,Needs Improvement
S07699,Male,12,Yes,62,66,65,56,85,87,Needs Improvement
S07700,Male,9,Yes,40,47,42,43,45,77,High Risk of Failure
S07701,Female,11,Yes,94,99,95,99,89,100,Eligible for Advanced Courses
S07702,Female,10,Yes,56,46,49,48,52,67,Needs Improvement
S07703,Female,12,Yes,54,45,52,46,83,93,Needs Improvement
S07704,Male,10,Yes,88,84,87,80,95,85,Eligible for Advanced Courses
S07705,Male,10,Yes,77,76,74,76,85,100,Eligible for Advanced Courses
S07706,Female,11,Yes,30,34,30,32,42,69,High Risk of Failure
S07707,Male,11,Yes,58,57,43,55,70,80,Needs Improvement
S07708,Male,12,Yes,85,93,83,98,100,92,Eligible for Advanced Courses
S07709,Female,12,Yes,97,100,100,100,100,89,Eligible for Advanced Courses
S07710,Male,9,Yes,56,53,50,51,72,82,Needs Improvement
S07711,Female,11,Yes,66,66,55,61,64,80,Needs Improvement
S07712,Female,11,Yes,94,93,90,76,98,82,Needs Improvement
S07713,Male,11,Yes,100,100,97,100,100,87,Eligible for Advanced Courses
S07714,Female,9,Yes,82,83,72,94,100,70,Needs Improvement
S07715,Male,9,Yes,95,90,88,83,88,97,Eligible for Advanced Courses
S07716,Female,11,Yes,98,100,100,100,97,78,Needs Improvement
S07717,Male,12,No,83,79,71,65,81,77,Needs Improvement
S07718,Male,12,No,71,71,73,62,74,86,Needs Improvement
S07719,Male,11,Yes,63,71,64,82,99,85,Eligible for Advanced Courses
S07720,Female,10,Yes,59,57,52,46,69,74,Needs Improvement
S07721,Male,12,Yes,62,72,60,62,84,82,Needs Improvement
S07722,Female,10,Yes,60,65,72,52,75,74,Needs Improvement
S07723,Male,11,Yes,82,80,67,91,86,100,Eligible for Advanced Courses
S07724,Female,12,Yes,46,49,63,53,61,66,Needs Improvement
S07725,Male,12,Yes,100,100,90,88,94,96,Eligible for Advanced Courses
S07726,Male,11,Yes,40,31,34,30,50,87,High Risk of Failure
S07727,Male,10,No,81,73,73,80,80,98,Eligible for Advanced Courses
S07728,Male,9,Yes,49,41,47,44,53,100,High Risk of Failure
S07729,Female,11,No,84,94,66,61,66,92,Needs Improvement
S07730,Female,11,No,71,65,60,62,69,89,Needs Improvement
S07731,Male,11,Yes,100,100,100,94,95,87,Eligible for Advanced Courses
S07732,Female,12,Yes,36,34,30,44,37,54,High Risk of Failure
S07733,Female,11,Yes,82,80,80,59,83,61,Needs Improvement
S07734,Female,10,Yes,85,76,77,67,82,76,Needs Improvement
S07735,Female,10,Yes,92,98,100,79,100,79,Needs Improvement
S07736,Male,11,Yes,69,71,62,56,33,86,Needs Improvement
S07737,Female,10,Yes,70,68,61,66,63,86,Needs Improvement
S07738,Male,10,Yes,65,62,64,63,74,95,Needs Improvement
S07739,Female,12,Yes,74,64,68,61,68,73,Needs Improvement
S07740,Male,11,Yes,65,56,59,63,70,86,Needs Improvement
S07741,Female,12,No,70,72,65,63,85,79,Needs Improvement
S07742,Male,11,Yes,92,98,81,95,100,94,Eligible for Advanced Courses
S07743,Female,10,Yes,81,79,73,68,72,85,Needs Improvement
S07744,Female,11,No,59,47,53,49,56,86,Needs Improvement
S07745,Male,9,Yes,30,30,30,48,30,82,High Risk of Failure
S07746,Female,11,Yes,57,55,64,65,60,88,Needs Improvement
S07747,Male,9,No,58,63,48,49,45,94,Needs Improvement
S07748,Female,9,Yes,67,52,58,55,53,85,Needs Improvement
S07749,Male,11,Yes,61,65,52,59,60,89,Needs Improvement
S07750,Male,11,Yes,73,65,75,83,81,86,Eligible for Advanced Courses
S07751,Male,9,Yes,79,80,75,72,85,78,Needs Improvement
S07752,Male,10,Yes,57,57,56,41,69,86,Needs Improvement
S07753,Male,9,No,78,77,61,72,84,64,Needs Improvement
S07754,Female,10,Yes,88,80,72,84,96,100,Eligible for Advanced Courses
S07755,Female,11,Yes,53,52,49,53,68,78,Needs Improvement
S07756,Male,10,No,54,55,52,49,60,85,Needs Improvement
S07757,Female,11,Yes,64,72,57,53,71,85,Needs Improvement
S07758,Male,10,Yes,64,63,57,58,62,77,Needs Improvement
S07759,Male,12,No,87,76,76,81,100,97,Eligible for Advanced Courses
S07760,Female,10,Yes,52,47,58,50,53,77,Needs Improvement
S07761,Female,12,No,61,70,61,69,66,82,Needs Improvement
S07762,Female,11,Yes,100,89,64,81,87,91,Eligible for Advanced Courses
S07763,Male,10,No,50,62,58,65,82,84,Needs Improvement
S07764,Male,9,Yes,67,70,70,53,65,69,Needs Improvement
S07765,Female,9,Yes,46,53,61,35,57,98,Needs Improvement
S07766,Male,11,Yes,98,87,82,100,100,90,Eligible for Advanced Courses
S07767,Male,9,No,78,64,57,73,100,73,Needs Improvement
S07768,Male,12,Yes,30,39,37,30,37,87,High Risk of Failure
S07769,Male,11,Yes,95,86,92,84,90,92,Eligible for Advanced Courses
S07770,Male,11,Yes,74,61,61,62,86,78,Needs Improvement
S07771,Male,12,Yes,69,65,71,59,89,76,Needs Improvement
S07772,Male,10,Yes,86,87,85,80,100,100,Eligible for Advanced Courses
S07773,Male,11,No,88,96,97,82,100,90,Eligible for Advanced Courses
S07774,Female,9,Yes,98,100,91,94,100,91,Eligible for Advanced Courses
S07775,Female,12,Yes,61,59,53,53,62,84,Needs Improvement
S07776,Female,10,Yes,65,76,63,68,79,73,Needs Improvement
S07777,Male,10,Yes,71,59,74,62,73,66,Needs Improvement
S07778,Male,9,Yes,94,89,81,74,100,87,Eligible for Advanced Courses
S07779,Female,9,Yes,57,60,48,55,49,85,Needs Improvement
S07780,Male,10,No,54,48,44,64,67,79,Needs Improvement
S07781,Female,10,Yes,96,87,80,70,100,91,Eligible for Advanced Courses
S07782,Male,12,Yes,39,58,55,54,62,74,Needs Improvement
S07783,Male,9,Yes,82,73,82,62,74,69,Needs Improvement
S07784,Male,9,Yes,75,59,61,76,70,84,Needs Improvement
S07785,Female,11,Yes,84,86,79,64,94,94,Eligible for Advanced Courses
S07786,Female,12,Yes,52,51,52,43,63,78,Needs Improvement
S07787,Male,10,Yes,80,71,75,73,80,85,Eligible for Advanced Courses
S07788,Male,10,Yes,90,99,100,86,100,86,Eligible for Advanced Courses
S07789,Female,9,No,47,58,33,41,53,88,High Risk of Failure
S07790,Female,9,No,67,66,66,67,76,85,Needs Improvement
S07791,Male,10,Yes,50,55,33,35,70,87,High Risk of Failure
S07792,Male,9,Yes,64,74,64,67,72,70,Needs Improvement
S07793,Female,10,Yes,68,72,71,59,51,100,Needs Improvement
S07794,Male,10,Yes,94,99,90,92,100,81,Needs Improvement
S07795,Male,10,Yes,100,100,94,97,92,87,Eligible for Advanced Courses
S07796,Female,12,Yes,85,74,82,74,77,74,Needs Improvement
S07797,Male,10,No,88,86,82,72,95,81,Needs Improvement
S07798,Male,11,Yes,98,100,93,94,100,80,Needs Improvement
S07799,Female,10,Yes,89,92,95,83,93,72,Needs Improvement
S07800,Male,12,Yes,44,30,57,46,66,86,High Risk of Failure
S07801,Female,12,Yes,52,43,47,49,52,82,High Risk of Failure
S07802,Female,9,No,67,55,53,54,56,89,Needs Improvement
S07803,Female,12,No,87,91,87,79,98,85,Eligible for Advanced Courses
S07804,Female,11,Yes,89,86,87,71,84,68,Needs Improvement
S07805,Male,9,Yes,73,70,82,64,96,86,Eligible for Advanced Courses
S07806,Male,11,No,79,84,53,74,100,89,Eligible for Advanced Courses
S07807,Male,11,Yes,84,81,72,76,99,86,Eligible for Advanced Courses
S07808,Male,11,Yes,85,85,94,89,100,90,Eligible for Advanced Courses
S07809,Female,9,Yes,96,97,94,92,99,66,Needs Improvement
S07810,Male,10,Yes,87,88,70,74,96,86,Eligible for Advanced Courses
S07811,Male,11,Yes,66,73,59,63,72,69,Needs Improvement
S07812,Male,10,Yes,93,88,75,100,92,87,Eligible for Advanced Courses
S07813,Male,12,Yes,79,72,75,84,62,87,Needs Improvement
S07814,Male,12,Yes,61,61,50,51,52,85,Needs Improvement
S07815,Male,12,No,60,61,33,44,51,61,High Risk of Failure
S07816,Male,11,Yes,75,80,72,91,82,85,Eligible for Advanced Courses
S07817,Female,12,Yes,49,62,52,51,66,80,Needs Improvement
S07818,Female,10,Yes,85,100,89,87,100,69,Needs Improvement
S07819,Female,10,Yes,87,89,88,79,100,81,Needs Improvement
S07820,Female,10,Yes,92,100,84,75,85,90,Eligible for Advanced Courses
S07821,Male,11,Yes,75,79,62,82,94,81,Needs Improvement
S07822,Male,12,Yes,86,98,94,96,100,94,Eligible for Advanced Courses
S07823,Female,12,Yes,86,77,77,71,83,89,Eligible for Advanced Courses
S07824,Female,12,Yes,49,49,44,38,53,58,High Risk of Failure
S07825,Male,10,Yes,78,77,82,70,63,95,Needs Improvement
S07826,Male,11,Yes,73,79,65,67,77,74,Needs Improvement
S07827,Female,10,Yes,99,100,95,100,100,100,Eligible for Advanced Courses
S07828,Female,11,Yes,74,74,64,70,73,81,Needs Improvement
S07829,Male,9,Yes,70,75,69,72,92,79,Needs Improvement
S07830,Female,11,Yes,85,83,83,77,93,79,Needs Improvement
S07831,Female,9,No,72,73,57,62,62,70,Needs Improvement
S07832,Male,9,Yes,81,81,73,66,80,81,Needs Improvement
S07833,Female,9,Yes,50,57,56,57,64,100,Needs Improvement
S07834,Female,10,Yes,56,66,63,59,58,69,Needs Improvement
S07835,Male,11,Yes,45,61,40,38,53,76,High Risk of Failure
S07836,Female,10,Yes,49,57,49,46,65,73,Needs Improvement
S07837,Male,10,Yes,83,79,71,89,85,100,Eligible for Advanced Courses
S07838,Female,12,No,70,72,58,69,66,93,Needs Improvement
S07839,Male,10,Yes,86,85,70,75,94,77,Needs Improvement
S07840,Male,10,Yes,97,96,100,99,100,100,Eligible for Advanced Courses
S07841,Male,11,No,59,61,60,57,56,86,Needs Improvement
S07842,Female,11,No,100,100,93,85,100,93,Eligible for Advanced Courses
S07843,Male,9,No,100,95,94,79,88,84,Needs Improvement
S07844,Female,12,Yes,61,60,61,61,83,97,Needs Improvement
S07845,Male,9,Yes,84,84,86,86,100,75,Needs Improvement
S07846,Male,10,No,66,63,82,77,79,73,Needs Improvement
S07847,Male,12,Yes,62,57,65,59,55,64,Needs Improvement
S07848,Female,11,Yes,85,85,88,79,87,69,Needs Improvement
S07849,Female,9,Yes,97,93,95,89,93,92,Eligible for Advanced Courses
S07850,Male,9,Yes,68,64,70,65,80,86,Needs Improvement
S07851,Female,9,Yes,67,59,53,57,68,89,Needs Improvement
S07852,Male,9,Yes,84,95,70,78,85,100,Eligible for Advanced Courses
S07853,Female,9,Yes,80,79,77,72,95,84,Needs Improvement
S07854,Male,11,No,33,30,37,32,40,68,High Risk of Failure
S07855,Female,12,Yes,79,81,74,78,84,80,Needs Improvement
S07856,Male,9,Yes,80,80,68,64,97,95,Eligible for Advanced Courses
S07857,Female,9,Yes,55,49,48,39,65,81,Needs Improvement
S07858,Male,11,Yes,78,81,65,91,89,85,Eligible for Advanced Courses
S07859,Female,11,Yes,68,71,68,67,97,100,Needs Improvement
S07860,Female,10,Yes,64,53,55,57,70,76,Needs Improvement
S07861,Male,9,No,95,96,99,96,100,88,Eligible for Advanced Courses
S07862,Female,9,Yes,100,90,97,85,100,70,Needs Improvement
S07863,Male,10,Yes,77,79,79,74,83,71,Needs Improvement
S07864,Female,12,Yes,67,72,64,63,51,69,Needs Improvement
S07865,Female,10,Yes,55,56,62,54,53,84,Needs Improvement
S07866,Male,11,Yes,71,69,63,76,59,78,Needs Improvement
S07867,Female,10,Yes,66,65,72,72,76,82,Needs Improvement
S07868,Male,12,Yes,74,72,70,65,46,79,Needs Improvement
S07869,Female,12,Yes,82,84,75,76,89,83,Needs Improvement
S07870,Female,9,Yes,93,91,75,93,100,100,Eligible for Advanced Courses
S07871,Male,10,Yes,75,72,73,62,59,88,Needs Improvement
S07872,Male,10,Yes,69,70,57,68,65,72,Needs Improvement
S07873,Male,9,Yes,48,48,51,44,62,89,Needs Improvement
S07874,Male,11,Yes,100,94,100,100,100,96,Eligible for Advanced Courses
S07875,Female,11,Yes,73,78,73,74,77,98,Eligible for Advanced Courses
S07876,Male,12,No,81,86,89,81,99,75,Needs Improvement
S07877,Male,9,Yes,72,68,70,60,82,80,Needs Improvement
S07878,Female,11,Yes,79,53,36,47,56,73,Needs Improvement
S07879,Female,11,Yes,76,69,64,63,80,64,Needs Improvement
S07880,Male,11,Yes,64,79,62,68,76,82,Needs Improvement
S07881,Male,9,Yes,53,64,45,58,74,59,Needs Improvement
S07882,Female,10,Yes,71,73,59,69,89,87,Needs Improvement
S07883,Female,9,Yes,70,72,61,55,64,76,Needs Improvement
S07884,Male,12,Yes,79,77,67,71,82,61,Needs Improvement
S07885,Female,12,Yes,70,57,65,47,85,79,Needs Improvement
S07886,Female,9,Yes,69,71,66,72,58,61,Needs Improvement
S07887,Female,10,Yes,72,74,65,74,84,84,Needs Improvement
S07888,Female,11,Yes,89,78,94,81,83,87,Eligible for Advanced Courses
S07889,Female,11,Yes,65,68,62,73,75,100,Needs Improvement
S07890,Male,12,Yes,80,72,67,64,75,86,Needs Improvement
S07891,Female,12,Yes,93,84,78,83,85,90,Eligible for Advanced Courses
S07892,Male,10,No,73,74,74,72,100,78,Needs Improvement
S07893,Male,9,Yes,62,57,52,68,66,94,Needs Improvement
S07894,Male,11,Yes,32,35,34,31,51,71,High Risk of Failure
S07895,Female,12,Yes,87,90,79,90,80,75,Needs Improvement
S07896,Male,10,Yes,60,53,42,48,61,72,Needs Improvement
S07897,Female,11,Yes,71,69,58,73,72,74,Needs Improvement
S07898,Male,11,Yes,71,74,67,65,69,55,Needs Improvement
S07899,Female,12,Yes,80,74,74,76,66,80,Needs Improvement
S07900,Female,11,No,68,73,69,76,89,92,Eligible for Advanced Courses
S07901,Female,10,Yes,78,77,71,76,86,95,Eligible for Advanced Courses
S07902,Female,9,Yes,62,66,60,60,49,95,Needs Improvement
S07903,Female,12,Yes,41,48,43,30,61,100,High Risk of Failure
S07904,Male,12,Yes,73,48,70,69,73,95,Needs Improvement
S07905,Female,12,Yes,95,75,84,68,90,91,Eligible for Advanced Courses
S07906,Female,10,Yes,59,38,38,49,77,59,Needs Improvement
S07907,Female,12,Yes,100,81,82,85,88,95,Eligible for Advanced Courses
S07908,Female,11,Yes,93,81,92,87,76,86,Eligible for Advanced Courses
S07909,Male,10,Yes,43,42,30,41,39,78,High Risk of Failure
S07910,Male,9,No,78,85,76,76,83,98,Eligible for Advanced Courses
S07911,Male,11,Yes,85,60,85,65,84,81,Needs Improvement
S07912,Female,12,Yes,83,95,83,83,82,67,Needs Improvement
S07913,Male,9,No,77,64,63,71,63,97,Needs Improvement
S07914,Male,9,Yes,60,66,60,51,80,88,Needs Improvement
S07915,Female,10,Yes,42,46,38,30,49,90,High Risk of Failure
S07916,Female,11,Yes,74,78,57,74,82,92,Needs Improvement
S07917,Male,9,Yes,87,80,77,65,77,68,Needs Improvement
S07918,Male,12,Yes,73,72,75,82,79,74,Needs Improvement
S07919,Male,12,Yes,69,72,61,69,81,69,Needs Improvement
S07920,Male,11,No,89,78,86,78,86,82,Needs Improvement
S07921,Female,11,Yes,97,93,87,85,100,83,Needs Improvement
S07922,Female,10,Yes,65,59,66,48,62,78,Needs Improvement
S07923,Male,10,Yes,61,49,44,46,69,80,Needs Improvement
S07924,Female,9,Yes,78,81,91,80,75,99,Eligible for Advanced Courses
S07925,Male,10,Yes,48,65,57,73,75,100,Needs Improvement
S07926,Female,10,Yes,53,31,43,52,56,88,High Risk of Failure
S07927,Male,11,Yes,83,87,77,75,80,91,Eligible for Advanced Courses
S07928,Female,12,Yes,68,70,60,58,67,85,Needs Improvement
S07929,Female,10,Yes,98,99,97,86,87,100,Eligible for Advanced Courses
S07930,Female,12,Yes,59,71,48,49,50,71,Needs Improvement
S07931,Male,11,Yes,64,64,55,52,74,78,Needs Improvement
S07932,Female,11,Yes,74,78,91,92,73,76,Needs Improvement
S07933,Male,11,No,100,99,81,95,100,97,Eligible for Advanced Courses
S07934,Male,12,Yes,76,78,58,81,76,87,Needs Improvement
S07935,Female,10,Yes,73,70,72,58,88,82,Needs Improvement
S07936,Female,9,Yes,64,61,58,60,68,91,Needs Improvement
S07937,Female,9,Yes,46,54,60,39,66,99,Needs Improvement
S07938,Male,11,Yes,63,60,55,49,75,73,Needs Improvement
S07939,Female,9,Yes,56,56,56,55,90,76,Needs Improvement
S07940,Female,10,Yes,97,71,64,64,77,82,Needs Improvement
S07941,Female,9,No,100,98,92,100,96,94,Eligible for Advanced Courses
S07942,Male,12,No,97,88,100,99,100,91,Eligible for Advanced Courses
S07943,Female,10,Yes,72,83,80,76,100,74,Needs Improvement
S07944,Female,12,Yes,62,60,41,63,64,86,Needs Improvement
S07945,Female,12,Yes,80,83,76,78,92,94,Eligible for Advanced Courses
S07946,Male,11,Yes,78,77,80,85,80,86,Eligible for Advanced Courses
S07947,Male,12,Yes,61,58,43,45,69,88,Needs Improvement
S07948,Male,12,Yes,77,85,76,79,83,86,Eligible for Advanced Courses
S07949,Female,11,No,70,84,61,72,81,82,Needs Improvement
S07950,Female,12,Yes,30,34,39,30,39,92,High Risk of Failure
S07951,Female,11,Yes,62,61,58,65,63,85,Needs Improvement
S07952,Male,10,Yes,52,58,54,58,69,86,Needs Improvement
S07953,Female,9,Yes,97,97,95,85,100,87,Eligible for Advanced Courses
S07954,Female,11,Yes,77,76,72,66,95,85,Eligible for Advanced Courses
S07955,Male,9,Yes,55,54,40,64,69,70,Needs Improvement
S07956,Male,10,No,80,79,69,76,80,78,Needs Improvement
S07957,Female,9,Yes,80,91,74,68,94,75,Needs Improvement
S07958,Male,11,Yes,49,41,30,47,67,80,High Risk of Failure
S07959,Male,12,Yes,93,93,83,80,98,81,Needs Improvement
S07960,Female,9,Yes,54,54,48,46,47,91,High Risk of Failure
S07961,Male,11,Yes,65,70,53,64,54,81,Needs Improvement
S07962,Female,11,No,34,38,30,30,53,84,High Risk of Failure
S07963,Female,10,Yes,73,67,61,56,64,69,Needs Improvement
S07964,Male,12,Yes,47,43,30,44,54,83,High Risk of Failure
S07965,Female,11,Yes,100,100,95,98,99,89,Eligible for Advanced Courses
S07966,Female,11,No,39,38,30,32,49,66,High Risk of Failure
S07967,Male,10,Yes,68,74,66,55,72,97,Needs Improvement
S07968,Male,12,Yes,83,85,84,70,74,86,Eligible for Advanced Courses
S07969,Male,12,Yes,76,77,54,61,76,91,Needs Improvement
S07970,Male,10,No,56,60,50,60,76,74,Needs Improvement
S07971,Male,10,Yes,100,100,94,92,100,89,Eligible for Advanced Courses
S07972,Female,10,Yes,71,75,73,75,74,82,Needs Improvement
S07973,Female,11,Yes,85,69,73,68,77,86,Needs Improvement
S07974,Female,9,Yes,66,77,60,68,81,76,Needs Improvement
S07975,Female,11,Yes,87,91,76,84,100,80,Needs Improvement
S07976,Female,10,Yes,79,91,96,85,93,80,Needs Improvement
S07977,Male,11,Yes,86,92,95,91,100,83,Needs Improvement
